id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
18926941,New built apartment near Center in Thessaloniki,131925250,Stamatia,,Thessaloniki,40.59769,22.95247,Entire home/apt,50,5,8,2019-04-28,0.22,1,178
18928296,City View Top Floor Central Apartment,131321573,George,,Ampelokipon – Menemeni,40.65191,22.91131,Entire home/apt,44,2,39,2020-02-01,1.09,2,365
18959007,Fabulous house in Panorama Thessaloniki,12928977,Despina,,Pilea – Chortiatis,40.5913,23.03397,Entire home/apt,120,2,0,,,2,201
18970971,∘ Since 2017 ∘,93104260,Karolina,,Thessaloniki,40.6398,22.94869,Entire home/apt,30,4,67,2019-10-24,1.88,1,139
18973561,Cozy apartment in the centre of the city.,132332540,Konstantinos,,Thessaloniki,40.63006,22.94678,Entire home/apt,50,2,17,2019-10-13,0.49,1,40
19009409,Live the Greek way of life in this NEW apartment,43205171,Marietta,,Kordelio – Evosmos,40.66642,22.91589,Entire home/apt,54,2,16,2020-03-02,0.42,1,163
19032530,Modern studio in the heart of the city,132809872,Μαρία,,Thessaloniki,40.63072,22.94403,Entire home/apt,30,2,198,2020-07-13,5.28,1,280
19034665,White Tower Guesthouse,20387484,Christos,,Thessaloniki,40.62785,22.95002,Entire home/apt,69,2,38,2020-02-24,1.03,1,90
19063495,#2 Basic AppartmentPAOK f.4 guests WIFI,47605975,John Peter,,Thessaloniki,40.61621,22.97516,Entire home/apt,15,2,28,2019-11-30,0.78,2,149
19068561,Apartment old town near centre! !!!,79386724,Nick,,Thessaloniki,40.64306,22.94307,Entire home/apt,39,1,72,2020-07-06,1.90,1,356
19077300,"Sweet, small, sunny apartment in the city center",133203550,Theodoros,,Thessaloniki,40.63498,22.9458,Entire home/apt,27,1,225,2020-07-06,6.04,1,135
19106536,2 bedroom high ceiling and cosy mansion downtown,19827693,Panayota,,Thessaloniki,40.6396,22.93824,Entire home/apt,55,2,3,2018-09-10,0.09,1,177
19122263,Cosy/renovated flat in city's center.Great VFM!!!,131703339,Ioannis,,Thessaloniki,40.64804,22.93828,Entire home/apt,17,2,46,2020-07-04,1.28,1,365
19138252,Cozy&Renovated Apartment#60sqm#Central_Location,53687024,Paschalis,,Thessaloniki,40.6374,22.94827,Entire home/apt,34,3,38,2019-01-02,1.01,1,0
19139915,Alex Apt in the city center,53262810,Nikos,,Thessaloniki,40.63802,22.94345,Entire home/apt,28,2,97,2020-07-16,2.58,1,179
19199955,Enigma - White Tower,28267881,Tomas&Cristina! Skgbnb,,Thessaloniki,40.62703,22.94848,Entire home/apt,45,2,157,2020-07-14,4.19,12,344
19218761,★Bright & Modern GroundFloor Studio★,132996550,Thodoris,,Pavlou Mela,40.66359,22.94903,Entire home/apt,29,2,44,2020-01-14,1.21,1,364
19219664,Διαμέρισμα πολυτελείας κέντρο Θεσσαλονίκης - Alice,132330763,Marina,,Thessaloniki,40.64066,22.93906,Entire home/apt,25,2,39,2020-02-25,1.11,1,365
19235085,Villa at Panorama Thessaloniki,133895634,George,,Pilea – Chortiatis,40.58349,23.01873,Entire home/apt,120,5,2,2018-01-02,0.05,1,358
19253287,Architect's apartment in a listed building,134824651,Χαρούλα,,Thessaloniki,40.63047,22.94605,Entire home/apt,50,2,58,2019-10-09,1.56,1,364
19304313,Close to Rotonda Apartment Netflix smart tv 40”,129587760,Xrysa,,Thessaloniki,40.63795,22.95397,Entire home/apt,18,2,63,2020-07-10,1.79,1,342
19311861,Tsimiski  City Center,55450573,Αφροδιτη Afroditi,,Thessaloniki,40.63255,22.94437,Entire home/apt,80,5,0,,,1,88
19312663,★ROMEO CENTRAL LUXURY MINI SUITE ★ JUST RENOVATED,108033866,Apostolos,,Thessaloniki,40.63684,22.9394,Entire home/apt,68,1,307,2020-07-02,8.27,3,334
19331859,★JULIET CENTRAL LUXURY MINI SUITE ★JUST RENOVATED,108033866,Apostolos,,Thessaloniki,40.63692,22.93925,Entire home/apt,52,1,246,2020-07-07,6.57,3,356
19343590,Alex's wood-art home,135522367,Alexandros,,Thessaloniki,40.64342,22.93897,Entire home/apt,24,3,171,2019-10-24,4.59,1,0
19346219,Modern industrial suite Ag.Sofias Square.,77080281,Stratos,,Thessaloniki,40.63225,22.94581,Entire home/apt,45,2,225,2020-07-13,6.01,1,351
19382176,City Center 2 bdrm apartment Thessaloniki,49695533,Mint Team,,Thessaloniki,40.63338,22.94892,Entire home/apt,49,2,47,2020-03-02,1.29,36,175
19426014,"75sm,Downtown, sunny & renovated",99747969,George,,Thessaloniki,40.63224,22.95159,Entire home/apt,50,2,3,2017-08-04,0.08,2,0
19446035,Central renovated apartment minutes away from DT.,83374123,Giannis,,Thessaloniki,40.61835,22.95708,Entire home/apt,29,5,40,2020-01-04,1.08,1,334
19457599,Modern flat in Evosmo Thessaloniki,136467908,Theodoros&Eleni,,Kordelio – Evosmos,40.67179,22.91596,Entire home/apt,23,1,62,2020-03-30,1.73,1,137
19467760,WATERFRONT  LUXURY SEA VIEW CITY CENTER APARTMENT,133668199,Georgia And Giannis,,Thessaloniki,40.63385,22.9377,Entire home/apt,50,2,153,2020-07-19,4.17,1,46
19479032,Nice apartment nearby the sea and the city centre.,136696771,Nikolaos T.,,Thessaloniki,40.59978,22.95175,Entire home/apt,59,3,1,2018-04-25,0.04,1,363
19479176,Penthouse apartment with beautiful view,101798519,Vicky,,Thessaloniki,40.62962,22.9521,Entire home/apt,50,2,15,2019-04-09,0.45,1,0
19480721,SUNNY BEDROOMS IN A COZY FLAT!,135337777,Evi,,Kalamaria,40.58407,22.94876,Private room,22,1,27,2019-12-15,0.73,2,359
19498531,►Bright sunny apartment in the heart of the city◄,49422620,Γιάννης,,Thessaloniki,40.63511,22.95278,Entire home/apt,35,1,22,2020-01-26,0.59,1,331
19500334,Gabby's house - 5 min from the seaside,126740855,Gabby,,Thessaloniki,40.61019,22.96141,Entire home/apt,26,1,12,2018-08-24,0.33,1,0
19500527,Cosy Studios #1 close to the city center,30588847,OlgaMaria,,Thessaloniki,40.61494,22.97781,Entire home/apt,45,2,38,2019-10-15,1.10,4,362
19524926,appartment in the center of Thessaloniki,137068139,Dimitra,,Thessaloniki,40.63162,22.94878,Entire home/apt,50,2,3,2019-04-01,0.09,1,0
19597280,All time classic,137780516,Martha,,Thessaloniki,40.59472,22.95954,Entire home/apt,49,2,4,2019-01-02,0.13,1,364
19645045,"Sunny, spacious flat close to airport&city centre",132477950,Manos,,Thessaloniki,40.60037,22.97398,Entire home/apt,30,3,10,2020-02-02,0.28,1,321
19656816,Aristotelous loft studio 60sqm,9531550,Katerina,,Thessaloniki,40.6336,22.94159,Entire home/apt,40,1,172,2020-02-23,4.69,9,27
19724971,The Key to SKG,139047527,Sakis & Katerina,,Thessaloniki,40.62867,22.95037,Entire home/apt,45,1,189,2020-07-16,5.13,1,349
19734754,1-2 persons studio in Ano Poli (city center),138958373,Panagiotis,,Thessaloniki,40.6397,22.9585,Entire home/apt,18,2,62,2020-07-05,1.70,2,168
19735108,Intervention in historical building,107914632,Eva,,Thessaloniki,40.64083,22.94273,Entire home/apt,95,1,0,,,2,343
19742244,Homelike centre apartment (free parking),128201878,Yiannis,,Thessaloniki,40.64526,22.93495,Entire home/apt,32,1,107,2020-03-02,2.91,1,350
19756254,Cozy apartment with a unique view,12950290,Stefanos & Maria,,Thessaloniki,40.63495,22.9478,Entire home/apt,34,2,132,2020-03-15,3.71,1,180
19761824,Brand new apartment at Aristotelous Square,33210188,Christoforos,,Thessaloniki,40.63722,22.94601,Entire home/apt,55,3,25,2019-09-30,0.69,1,78
19783457,*Backyard studio-private entrance-near the sea*,61823504,Irini,,Thessaloniki,40.611,22.95752,Entire home/apt,44,2,49,2020-02-02,1.45,1,346
19785393,Thessaloniki: Wohnung in gehobener Wohngegend,135801118,Katharina,,Neapolis – Sykeon,40.65907,22.98018,Entire home/apt,35,14,0,,,1,173
19794220,New Modern Apartment in the heart of the city!!,139789576,John,,Thessaloniki,40.6307,22.94788,Entire home/apt,35,2,59,2020-03-15,1.68,1,90
19804415,Fully equipped one bedroom,14541893,Mikaela,,Thessaloniki,40.64703,22.92628,Entire home/apt,32,2,14,2020-02-10,0.44,10,0
19827493,Urban Living 402,112627287,Christos,,Thessaloniki,40.63977,22.9459,Entire home/apt,52,1,25,2019-11-24,0.68,6,90
19835357,Family studio,111705455,Andrei,,Thessaloniki,40.64453,22.93837,Entire home/apt,50,1,28,2018-05-13,0.76,10,365
19838129,Near to everywhere,140218094,Aristeidis,,Thessaloniki,40.60423,22.96221,Entire home/apt,38,1,71,2020-07-19,1.95,1,135
19852601,PRIVATE ROOM IN A RESIDENCE FLAT NEAR THE AIRPORT2,135337777,Evi,,Kalamaria,40.58392,22.94792,Private room,16,1,10,2019-10-20,0.28,2,364
19861385,Urban Living 401,112627287,Christos,,Thessaloniki,40.63996,22.94665,Entire home/apt,53,1,9,2019-11-24,0.25,6,102
19861545,City center apartment in Thessaloniki,128504051,George,,Thessaloniki,40.63293,22.94892,Entire home/apt,35,2,1,2018-11-12,0.05,1,0
19877636,GreekStuntRiders Garage a unique place to live,140654910,Dimitris,,Kalamaria,40.57561,22.97184,Entire home/apt,200,1,0,,,1,90
19888129,High-end luxury apartment 2,10963697,Klairy,,Thessaloniki,40.61276,22.96277,Entire home/apt,35,2,27,2020-06-23,0.78,1,334
19924473,Bzzzroom1,140741408,Philip Lazaros,,Thessaloniki,40.61918,22.95583,Private room,24,3,10,2018-11-16,0.28,1,0
19929641,LUX APARTMENT,112417104,Giorgos,,Kalamaria,40.5756,22.94925,Entire home/apt,50,3,47,2020-07-10,1.32,1,143
19957776,Let me introduce you into my city!!,141482945,Βιβή,,Thessaloniki,40.60156,22.9668,Entire home/apt,20,1,3,2018-07-06,0.09,1,0
19963261,AUNT KOULA,139594341,Κωνσταντινοσ,,Thessaloniki,40.64015,22.95377,Entire home/apt,25,2,60,2020-01-02,1.67,1,53
19979953,Apartment in the center of the town,65374940,Αγγελική,,Thessaloniki,40.63698,22.95202,Entire home/apt,38,1,27,2020-02-22,0.77,1,70
19992100,Comfort room,127065789,Anastasia,,Pavlou Mela,40.66612,22.93389,Entire home/apt,27,3,1,2019-05-04,0.07,1,178
20006136,"Neoclassic deluxe apartment

Νεοκλασικό διαμέρισμα",135895989,Γεωργιος,,Thessaloniki,40.64005,22.94635,Entire home/apt,180,6,0,,,1,87
20009115,Elegant Studio at Apostolou Pavlou,142030781,Χρυσάνθη,,Thessaloniki,40.63704,22.95411,Entire home/apt,25,2,31,2020-02-10,0.90,2,270
20010508,Elegant studio at Viantos Street,142030781,Χρυσάνθη,,Thessaloniki,40.63839,22.95397,Entire home/apt,27,2,84,2020-03-15,2.37,2,270
20039444,City Apartment with Sea View,142346326,Themistoklis Giatagantzidis,,Kordelio – Evosmos,40.67995,22.90641,Entire home/apt,75,2,0,,,1,109
20048656,Casa Anna,129393077,Sofia,,Thessaloniki,40.62028,22.95735,Entire home/apt,65,1,2,2018-12-23,0.06,1,110
20089778,It used to be my workshop:),131061327,Ιωάννα,,Thessaloniki,40.63643,22.9506,Entire home/apt,18,1,190,2020-07-21,5.42,2,360
20090747,Modern apartment centrally located  5min from sea,736025,Thanos,,Thessaloniki,40.6044,22.95373,Entire home/apt,35,2,73,2020-06-29,2.03,3,348
20121226,Fresh country chic city center apartment.,143028633,Stella,,Thessaloniki,40.6345,22.95132,Entire home/apt,35,2,106,2019-09-27,2.93,1,0
20128380,Jolene,143104056,Yiannis,,Thessaloniki,40.63015,22.94906,Entire home/apt,63,1,3,2018-08-27,0.08,3,70
20141458,Aristotelous Loft Apartment,83460669,Nikoleta,,Thessaloniki,40.63882,22.94644,Entire home/apt,38,1,57,2020-01-11,1.60,1,359
20170602,Fresh and cozy apartment near the city center,143559706,Ηλίας,,Thessaloniki,40.6015,22.97255,Entire home/apt,25,2,47,2019-12-26,1.32,1,264
20179901,Beautiful Top-Floor Flat near City Center 140m2,73158748,Dimitra,,Pavlou Mela,40.66362,22.93596,Entire home/apt,42,4,29,2019-11-14,0.82,1,113
20222265,5 Seaside  room near Hellexpo  Makedonia Palace,144072457,Efi,,Thessaloniki,40.61662,22.95446,Entire home/apt,25,2,97,2020-07-19,2.76,8,363
20227471,studio City center,144123986,Aris,,Thessaloniki,40.64203,22.93779,Entire home/apt,22,1,331,2020-07-20,9.21,1,353
20247695,"Citycenter,modern apartment",77666945,Μery,,Thessaloniki,40.63622,22.95282,Entire home/apt,33,1,171,2020-03-21,4.76,1,365
20259188,Central house near the port,99891101,Traianos,,Thessaloniki,40.61812,22.95501,Entire home/apt,16,1,3,2019-07-18,0.08,1,179
20320733,4rd floor full house,13744619,Konstantinos,,Thessaloniki,40.64258,22.93838,Entire home/apt,31,1,9,2020-01-03,0.25,4,294
20327326,Sunny and pleasant city center apartment !,97242057,Kalliopi,,Thessaloniki,40.63676,22.95279,Entire home/apt,33,4,6,2019-09-24,0.17,2,15
20346631,thess1home mistral,34979760,Nadia & Vasiliki,,Kalamaria,40.56751,22.96033,Entire home/apt,35,1,101,2020-03-23,2.84,3,362
20361366,City Center Renovated Appartment,145193917,Anna,,Thessaloniki,40.63944,22.94834,Entire home/apt,30,2,36,2019-08-16,1.03,1,1
20414465,360- Elegant Terrace,131265770,Anna,,Thessaloniki,40.63951,22.94104,Entire home/apt,44,3,8,2018-03-23,0.23,1,352
20423555,Ευρύχωρο διαμέρισμα διπλα στα κάστρα της πόλης.,134564294,Anna,,Neapolis – Sykeon,40.65258,22.95439,Entire home/apt,30,2,30,2020-01-26,0.88,1,18
20432460,Modern style apartment downtown Thessaloniki,145789612,Jens,,Thessaloniki,40.64018,22.93991,Entire home/apt,45,5,10,2019-09-17,0.29,1,333
20492443,Saloniki Greece,98013948,Hari,,Thessaloniki,40.6433,22.93062,Entire home/apt,42,7,0,,,1,180
20494202,Bright Central Apartment (near Universities),146309751,Sandra,,Thessaloniki,40.64196,22.94378,Entire home/apt,24,3,44,2019-10-03,1.26,1,342
20494668,Central Top Floor (Ρετιρέ) Apartment,146313643,Δημητρης,,Thessaloniki,40.62882,22.95277,Entire home/apt,33,2,100,2020-01-29,2.87,1,339
20528525,Modern apartment in the city center,135892718,Μαρια,,Thessaloniki,40.62965,22.9503,Entire home/apt,48,2,85,2020-03-02,2.42,1,171
20528978,★PRESIDENTIAL LUXURY SUITE★ WITH AMAZING CITY VIEW,108033866,Apostolos,,Thessaloniki,40.63359,22.96153,Entire home/apt,102,2,221,2020-07-05,6.21,3,344
20537622,5th in the center!,146642328,Thomas,,Thessaloniki,40.63196,22.9448,Entire home/apt,62,2,5,2018-08-18,0.14,1,0
20564108,Upscale and Spacious 3BR Home,38459666,Kostas,,Ampelokipon – Menemeni,40.65548,22.92987,Entire home/apt,74,2,40,2020-06-12,1.25,1,261
20568851,Zen House with Private Little Yard,146891491,Nefeli,,Thessaloniki,40.64286,22.94728,Entire home/apt,35,1,2,2017-11-27,0.06,2,365
20611011,#1 BasicAppartment 4 guests.Full kitchen& WIFI,47605975,John Peter,,Thessaloniki,40.61722,22.97336,Entire home/apt,15,2,24,2020-03-13,0.69,2,120
20635164,Shared bedroom in Central area,52271945,Thalia,,Thessaloniki,40.60097,22.95346,Entire home/apt,17,15,0,,,11,365
20635629,Luxury Apartment at Downtown Tsimiski,80879075,Anastasios,,Thessaloniki,40.63141,22.9463,Entire home/apt,60,1,0,,,1,180
20635724,Shared bedroom on Queen Olgas str,52271945,Thalia,,Thessaloniki,40.60789,22.95223,Private room,15,30,2,2017-09-04,0.06,11,365
20637375,"Shared room on Queen Olga's str, close to downtown",52271945,Thalia,,Thessaloniki,40.608,22.95279,Private room,17,14,0,,,11,365
20645235,Alpinia deluxe Apt.(must),133887934,George,,Thessaloniki,40.63077,22.95099,Entire home/apt,53,3,23,2020-07-11,0.66,15,348
20645523,Lotus deluxe Apt.(must),133887934,George,,Thessaloniki,40.63062,22.95075,Entire home/apt,52,3,19,2020-06-13,0.54,15,360
20646845,Blue Sky Central Apartment,147397856,Christos,,Thessaloniki,40.64331,22.94366,Entire home/apt,25,1,15,2020-04-02,0.43,1,265
20647590,Central Modern Studio,147650540,Tina,,Thessaloniki,40.64145,22.93892,Entire home/apt,28,2,11,2020-06-29,0.32,2,363
20648759,Modern Alternative Loft with Exceptional View,2692472,Ιάσων,,Pilea – Chortiatis,40.5842,23.02274,Entire home/apt,34,3,21,2019-09-25,0.62,1,348
20652929,SMART HOMES  01,92977264,Lazaros,,Thessaloniki,40.63374,22.94642,Entire home/apt,35,2,75,2020-05-24,2.14,2,119
20660286,Very clean house in front of a park with trees.,147771853,Nikos,,Kordelio – Evosmos,40.66506,22.9183,Entire home/apt,25,2,61,2019-09-09,1.73,1,60
20662899,the Birds,107328172,Μπλερίνα,,Thessaloniki,40.63583,22.94426,Entire home/apt,47,2,20,2020-07-20,0.58,3,132
20669066,Glamour Nest appartment,147790651,Paraskevi,,Thessaloniki,40.64492,22.93148,Entire home/apt,25,1,82,2020-02-15,2.33,1,0
20704631,"Elegant Neoclassical 3BD 120sqm, close to seafront",148196406,Mimi,,Thessaloniki,40.61951,22.95485,Entire home/apt,35,1,73,2020-01-01,2.08,1,362
20719513,Heliconia deluxe Apt.(must),133887934,George,,Thessaloniki,40.63357,22.94948,Entire home/apt,59,3,14,2020-06-21,0.40,15,359
20719617,"Feels Like Home,City Center,Amazing view",148357746,Αντώνιος,,Thessaloniki,40.62955,22.94921,Entire home/apt,35,7,95,2020-03-09,2.71,1,85
20719748,Cozy & Bright Studio Apartment in the City Centre,148227501,Dimitra,,Thessaloniki,40.62025,22.95769,Entire home/apt,20,2,63,2019-09-04,1.87,1,211
20734063,Mousas studio Apt.(must),133887934,George,,Thessaloniki,40.63357,22.94948,Entire home/apt,46,3,26,2020-06-25,0.75,15,347
20735777,Modern apartment in Thessaloniki,148496820,Basilis,,Thessaloniki,40.61145,22.98298,Entire home/apt,39,2,16,2020-01-02,0.46,1,168
20737168,City center cozy apartment #1,14175250,Stella,,Thessaloniki,40.64012,22.93814,Entire home/apt,24,1,50,2019-11-25,1.45,3,365
20739183,Panos Apartment Svolou,145789682,Πάνος,,Thessaloniki,40.62886,22.95326,Entire home/apt,95,2,2,2017-12-10,0.06,2,361
20770528,Mazi7thFloor #2,59687021,Pau,,Thessaloniki,40.63857,22.94025,Entire home/apt,31,1,15,2020-01-27,0.43,10,106
20772805,Σοφίτα στο κέντρο της Θεσσαλονίκης.,148833105,Άννα,,Thessaloniki,40.63827,22.94358,Entire home/apt,25,2,28,2020-03-01,0.81,1,340
20776860,Mazi7thFloor #3,59687021,Pau,,Thessaloniki,40.63857,22.94025,Entire home/apt,31,2,45,2020-02-18,1.29,10,100
20777281,Mazi7thFloor #4,59687021,Pau,,Thessaloniki,40.63857,22.94025,Entire home/apt,31,2,66,2020-03-04,1.93,10,106
20777502,Mazi7thFloor #5,59687021,Pau,,Thessaloniki,40.63857,22.94025,Entire home/apt,31,2,32,2020-03-01,0.92,10,92
20777824,Mazi7thFloor #1,59687021,Pau,,Thessaloniki,40.63857,22.94025,Entire home/apt,29,2,21,2020-01-26,0.61,10,106
20779974,Beautiful flat,141150273,Maria,,Ampelokipon – Menemeni,40.64919,22.93115,Entire home/apt,30,1,147,2020-07-19,4.23,1,89
20780136,The Om in the Peaceful hOMe,1236378,Julia,,Thessaloniki,40.64174,22.94632,Entire home/apt,15,2,14,2020-03-03,0.41,1,41
20792648,Comfort Home 110m2 apt. 5* center Thessaloniki,149050165,Maria,,Thessaloniki,40.64063,22.9451,Entire home/apt,75,1,99,2020-03-02,3.49,1,365
20797459,Thanos sweet home (with private parking),148767540,Thanasis,,Thessaloniki,40.61936,22.95542,Entire home/apt,35,2,132,2020-07-21,3.78,1,346
20822880,Standard Double Room,148515087,Στελλα,,Thessaloniki,40.63928,22.94159,Private room,90,1,0,,,2,234
20822931,Standard Triple Room,148515087,Στελλα,,Thessaloniki,40.63784,22.94138,Private room,110,1,0,,,2,234
20839709,Elxis Luxury Apt.(must),133887934,George,,Thessaloniki,40.63099,22.95233,Entire home/apt,56,3,4,2020-01-05,0.17,15,292
20856834,AlloThessniki,73725966,Κλεοπατρα,,Thessaloniki,40.63105,22.96725,Entire home/apt,38,1,44,2020-01-05,1.29,1,363
20860011,Panos Apartment Papafi,145789682,Πάνος,,Thessaloniki,40.61207,22.9665,Entire home/apt,200,2,1,2017-12-31,0.03,2,0
20879653,"Spacious Apartment in Kalamaria, Thessaloniki",439647,Giorgos,,Kalamaria,40.58502,22.96536,Entire home/apt,38,3,67,2020-07-19,1.93,3,360
20927512,The modern apartment above the Galerius Complex,85326329,Angelos,,Thessaloniki,40.63097,22.95086,Entire home/apt,45,3,49,2020-02-24,1.79,1,0
20950130,Old & modenr,107914632,Eva,,Thessaloniki,40.64067,22.94259,Entire home/apt,180,3,0,,,2,178
20962113,Neoclassical Flat since 1929 in Thessaloniki,13744832,Paloma,,Thessaloniki,40.63638,22.94782,Entire home/apt,65,1,37,2020-01-01,1.11,1,361
20973807,F & B Collection - Penthouse for 4,150910886,Katerina,,Thessaloniki,40.60389,22.96682,Entire home/apt,60,3,8,2020-07-18,0.25,1,363
20978891,"ΑΩ (Alpha Omega) Suite, by seafront",107473102,Dimitris,,Thessaloniki,40.61835,22.95539,Entire home/apt,65,3,5,2019-05-13,0.16,1,173
20981191,downtown modern small apartment /terrace with view,150992455,Aggeliki,,Thessaloniki,40.64228,22.93116,Entire home/apt,30,2,111,2020-07-18,3.25,1,142
20981736,train station &nightlife close/apartment with view,150998769,Giorgos,,Thessaloniki,40.64228,22.93116,Entire home/apt,32,2,121,2020-07-17,3.69,1,167
21037262,"**Just renovated**Cozy,seaside,2 bedroom apartment",151521301,Andreas,,Thessaloniki,40.605,22.95171,Entire home/apt,35,3,83,2020-07-20,2.64,1,57
21042441,Φωτεινό διαμέρισμα στην ανατολική Θεσσαλονίκη,138283747,Christina,,Thessaloniki,40.59694,22.95778,Entire home/apt,45,1,7,2018-03-28,0.21,1,139
21048917,THE PLACE TO BE,35754358,Alexandros,,Thessaloniki,40.63428,22.94067,Entire home/apt,70,7,18,2019-04-20,0.53,1,202
21061313,Big central comfortable walking-distance apartment,151747628,Dorothee,,Thessaloniki,40.64088,22.94909,Entire home/apt,40,2,21,2019-11-10,0.62,1,241
21067529,Luxurious & Modern | Walk Everywhere |5★ Amenities,43633063,Harry,,Thessaloniki,40.63468,22.94499,Entire home/apt,60,1,132,2020-07-12,4.17,2,255
21094556,Tasos Place Neapolis (Α.Μ.Α (Phone number hidden by Airbnb),152085081,Anastasios,,Neapolis – Sykeon,40.65483,22.94223,Private room,30,1,6,2019-12-08,0.18,1,90
21100278,Cosy studio with a balcony overlooking the sea,129257949,Constantino,,Thessaloniki,40.64496,22.94326,Entire home/apt,40,1,0,,,6,365
21117422,(C19 Prepared) C.33 Iris Stylish Central #colony,113774481,Βαγγελης,,Thessaloniki,40.63231,22.94913,Entire home/apt,40,2,29,2020-03-16,0.86,1,363
21130892,"Down town private room, 1min from the White Tower",152427448,Amalia,,Thessaloniki,40.62839,22.95283,Private room,20,2,52,2020-02-17,1.54,1,33
21135893,"★CENTRAL, Fast WiFi, A/C, Self Check-in, NETFLIX!✅",96012982,Lena,,Thessaloniki,40.63723,22.9505,Entire home/apt,30,1,56,2020-07-19,1.66,1,17
21169811,The Green Safe,53912139,Leonidas,,Thessaloniki,40.63913,22.94026,Entire home/apt,36,1,98,2020-02-23,2.89,1,365
21170321,Beautiful Apt (up to 4 guests) close to center!,92718261,Triantafyllos Xanthopoulos,,Thessaloniki,40.61582,22.96895,Entire home/apt,30,1,84,2020-03-06,2.47,2,365
21181431,Cute Central apartment near University,123710995,Stefania,,Thessaloniki,40.63034,22.96433,Entire home/apt,25,2,40,2020-04-15,1.20,4,353
21195361,"Perfect location, amazing view 2 bedroom apartment",76597561,Ioanna,,Thessaloniki,40.62155,22.95403,Entire home/apt,60,3,115,2020-03-04,3.87,1,0
21226954,"''Lovely home """,48996219,Eleni,,Ampelokipon – Menemeni,40.65122,22.93119,Entire home/apt,60,2,66,2020-02-24,2.37,1,336
21265379,Eftichia's House,153803203,Μιχαηλ,,Thessaloniki,40.64024,22.94535,Entire home/apt,59,1,58,2020-02-08,1.76,2,6
21275752,"Central cosy apartment, fireplace, great view,WiFi",75230884,Amalia,,Thessaloniki,40.64144,22.946,Entire home/apt,29,1,119,2020-06-28,3.53,2,357
21290177,Appartment in the centre of Thessaloniki!,136853696,Nick,,Thessaloniki,40.63559,22.95142,Entire home/apt,40,1,23,2020-01-16,0.69,1,180
21295363,Zeusofthess,154097181,Maria,,Thessaloniki,40.63261,22.94693,Entire home/apt,30,2,23,2020-02-01,0.69,1,179
21306127,Quiet&Clean Room near the old city of thessaloniki,38535659,Mohammed,,Pavlou Mela,40.65481,22.95358,Private room,17,3,1,2018-02-02,0.03,1,0
21308301,Live the Artistic experience!,154212086,Zoe,,Thessaloniki,40.63774,22.94472,Entire home/apt,30,2,89,2020-07-07,2.78,1,199
21321596,Chic and lightfull apartment in the center,104750158,Liana Agathi,,Thessaloniki,40.64282,22.94002,Entire home/apt,29,2,129,2020-07-10,3.82,1,357
21329087,Γκαρσονιέρα στο Κέντρο κοντά στα παν/μια,132156641,"Maria,",,Thessaloniki,40.6359,22.95041,Entire home/apt,28,2,53,2020-02-17,2.32,2,244
21334429,Downtown cosy and colorful apartment,101731194,Elpida,,Thessaloniki,40.63564,22.95286,Entire home/apt,35,1,139,2020-03-16,4.24,1,0
21352838,Boutique City Penthouse near Waterfront,52967688,Yvonne & Yannis,,Thessaloniki,40.62981,22.94685,Entire home/apt,48,3,47,2019-09-15,1.45,1,0
21363509,ARTEMIS Cozy Sea-Side Mitropolitou Iosif - Quiet!,154674284,Athanasios,,Thessaloniki,40.63141,22.94658,Entire home/apt,80,3,14,2019-09-21,0.45,1,294
21363746,Beautiful Apartment near City Center,140698007,George,,Thessaloniki,40.61508,22.95593,Entire home/apt,30,3,60,2020-07-06,1.80,1,155
21367189,Artistic apartment in the heart of Thessaloniki,84700671,Alekos,,Thessaloniki,40.63083,22.95173,Entire home/apt,26,2,42,2020-06-02,1.39,1,265
21367548,Άνετο διαμέρισμα στην Ανατολική Θεσσαλονίκη,154424710,Eva,,Kalamaria,40.59006,22.96349,Entire home/apt,50,2,13,2019-12-29,0.39,1,363
21372146,Cosy flat close to the city centre,1619493,Georgios,,Thessaloniki,40.64472,22.92355,Entire home/apt,48,1,18,2020-02-22,0.54,2,32
21387835,ACE LOCATION Couple's Getaway,154921103,Christos,,Thessaloniki,40.63206,22.94402,Entire home/apt,52,2,16,2018-12-30,0.48,1,365
21409576,F & B Collection - Escape Avenue RŪSTIC,37109085,George,,Kalamaria,40.5844,22.96399,Entire home/apt,45,3,44,2020-07-08,1.33,3,360
21420521,Artistic 3bdrm house near city center-free parking,155241929,Θεοδοσία,,Thessaloniki,40.62957,22.9671,Entire home/apt,50,1,181,2020-07-05,5.47,1,262
21436243,quiet place close to the sea bedroom,155399708,Elena,,Kalamaria,40.57327,22.96017,Private room,18,3,14,2020-02-10,0.43,2,341
21441911,Modern Apartment in Old Town_10min from Center,97818740,Matina,,Thessaloniki,40.64277,22.956,Entire home/apt,25,1,64,2020-07-16,1.91,1,331
21446750,Home sweet home,155621602,Tasos,,Thessaloniki,40.63443,22.96084,Entire home/apt,37,3,11,2019-02-12,0.33,2,0
21465215,Roman Market-upper Aristoteloussq luxury apartment,64023554,Elisabet-Sofia,,Thessaloniki,40.63814,22.94613,Entire home/apt,89,1,120,2020-07-20,3.63,1,351
